COMP_ID,CPNAME,CPADDRESS1,CPADDRESS2,CPCITY,CPSTATE,CPZIP,CPPHONE,CPFAX,CPNOTES,TRACK_NO,IBM_NO,TAX_ID_TYP,TAX_ID,CPGROUP,SOB,DISABILITY,GLIABILITY,WORKCOMP,HIC,CONTRACTOR,CTL_NO,DM,CN,CC,FH,SR,SPECINSP,SI_NO,MOD_BY,MOD_WHEN
1902,SOLITA CONDOMINIUM,161 GRAND STREET,,NEW YORK,NY,10013,9142170022,,,,,C,,01,,,,,,,,,,,,,,,0,
1903,"SEABOARD WATERPROOFING CO., INC.",530 WILLET AVENUE,,PORT CHESTER,NY,10573,8003477464,9149370016,,,,C,,01,,,,,,True,,,,,,,,,0,
1904,99-63 66TH AVENUE OWNER'S CORP.,99-63 66TH AVENUE,,REGO PARK,NY,11368,,,,,,C,,01,,,,,,,,,,,,,,,0,
1905,"PROSODY CREATIVE SERVICES, INC.",212 N. HENRY STREET,,WILLIAMSBERG,VA,23185,7573456460,7573453996,,,,C,,01,,,,,,,,,,,,,,,0,
1906,ENNISMORE APTS INC,155 RIVERSIDE DRIVE,,NEW YORK,NY,10024,2128734919,,,,,C,,01,,,,,,,,,,,,,,,0,
1907,HSD PARTNERS INC.,"181 BAY STREET, SUITE 3620",,"TORONTO, ONTARIO",,,,,"canada, M5J 2T3",,,C,,01,,,,,,,,,,,,,,,0,
1908,NYC COMMUNITY BOARD #9,890 NOSTRAND AVENUE,,BROOKLYN,NY,,7187789279,,,,,C,,01,,,,,,,,,,,,,,,0,
1909,HILTON CONSTRUCTION CORP.,76-36 162ND STREET,,FRESH MEADOWS,NY,11366,7185913763,7185913798,,28384,,C,113211436,01,,,,,,True,,,,,,,,,0,
1910,BATTALIA WINSTON,555 MADISON AVENUE,,NEW YORK,NY,10022,2123088080,,,,,C,,01,,,,,,,,,,,,,,,0,
1911,134 DUANE STREET,BUZZER 7 APARTMENT 5N,,NEW YORK,NY,10013,,,,,,C,,01,,,,,,,,,,,,,,,0,
1912,722 NOSTRAND AVENUE REALTY LLC,6807 11TH AVENUE,,BROOKLYN,NY,11219,7182366866,,,,,C,,01,,,,,,,,,,,,,,,0,
1913,"GOODWOOD REALTY, LLC","234 EAST 58TH STREET, UNIT 1",,NEW YORK,NY,10022,2126889349,2128323676,,,,C,,01,,,,,,,,,,,,,,,0,
1914,MONTALBANO SANTINO PROPERTY MANAGEMENT,WESTERN BEEF SUPERMARKET,47-05 METROPOLITAN AVENUE,RIDGEWOOD,NY,11385,7186282350,7186282355,,,,C,,01,,,,,,,,,,,,,,,0,
1915,JLS DESIGNS,214-41 42ND AVENUE,,BAYSIDE,NY,11361,7182243330,7182245933,,,,C,,01,,,,,,,,,,,,,,,0,
1916,"CAPITOL FIRE SPRINKLER CO., INC.",51-51 59TH PLACE,,WOODSIDE,NY,11377,7185336800,7184578989,,,,C,111881161,01,,,,,,,,,,,,,,,0,
1917,HUDSON MANOR TERRACE CORP.,3750-3850 HUDSON MANOR TERRACE,,BRONX,NY,10463,2126345410,,,,,C,,01,,,,,,,,,,,,,,,0,
1918,60 EAST END AVENUE OWNERS CORP.,8 WEST 38TH STREET,,NEW YORK,NY,,2129860001,,,,,C,,01,,,,,,,,,,,,,,,0,
1919,"SANCO MECHANICAL, INC.",19-10 HAZEN STREET,,EAST ELMHURST,NY,11370,7187216570,,,,,C,113296764,01,,,,,,True,,,,,,,,,0,
1920,JAMES MCCULLAGH OF NEW YORK INC *,29-01 BORDEN AVENUE,OLD INFO,LONG ISLAND CITY,NY,11101,7185191818,,,,,C,,01,,,,,,,,,,,,,,,0,
1921,108 PERRY LLC,306 BOLZ STREET,,ENGLEWOOD CLIFFS,NJ,07632,2018945840,,,,,C,,01,,,,,,,,,,,,,,,0,
1922,BOWMAN CONSTRUCTION CORP,523 EAST 14TH STREET,APT 10-D,NEW YORK,NY,10009,2129826922,2129826922,,17666,,C,134018296,01,2004-12-31,,,2008-06-07,,True,,,,,,,,,0,
1923,FRIENDS MEETING HOUSE,110 SCHERMERHORN STREET,,BROOKLYN,NY,,,,,,,C,,01,,,,,,,,,,,,,,,0,
1924,DAVID TURNER ARCHITECTS PC,"450 SEVENTH AVENUE, SUITE 1907",,NEW YORK,NY,10123,2125940840,,,,,C,,01,,,,,,,,,,,,,True,003829,152,2019-05-20 11:54:45
1925,"ARMAT & ZAGO CO., INC.",P.O. BOX 6116,,FREEHOLD,NJ,07728,7322945258,7322945259,,,,C,,01,,,,,,,,,,,,,,,0,
1926,"MICHELS & WALDRON ASSOCIATES, LLC",645 WESTWOOD AVENUE,,RIVER VALE,NJ,07675,2016646064,2016646062,,,,C,,01,,,,,,,,,,,,,,,0,
1927,SL GREEN REALTY CORP.,420 LEXINGTON AVENUE,,NEW YORK,NY,10170,2122161664,2122161790,,,,C,,01,,,,,,,,,,,,,,,101,2015-02-27 09:59:26
1928,239 EAST 79TH STREET OWNERS CORP,444 PARK AVENUE SOUTH,SUITE 203,NEW YORK,NY,10016,2124815080,,,,,C,,01,,,,,,,,,,,,,,,0,
1929,JOSEPH GULOTTA,60-78 69TH AVENUE,,RIDGEWOOD,NY,11385,9176126050,,,,,C,,01,,,,,,,,,,,,,,,0,
1930,PREFERRED BUILDING INSTALLERS INC.*,DO NOT USE THIS COMPANY'S NAME,272 OAKWOOD ROAD,HUNTINGTON STATION,NY,11746,6313858534,6313858553,"DO NOT USE THIS COMPANY'S NAME...............NEW NAME IS: 

PREFERRED BUILDING TECHNICIANS INC.  ",35304,,C,202806648,01,,,2006-06-14,2007-06-29,,True,,,,,,,,,0,
1931,"WWP ASSOCIATES, LLC C/O RIVERCREST REALT","500 SEAVIEW AVENUE, #235",,STATEN ISLAND,NY,10305,7189807684,,,,,C,,01,,,,,,,,,,,,,,,0,
1932,THE LAWRENCE GROUP ARCHITECTS,307 WEST 38TH STREET,,NEW YORK,NY,10018,2127642424,2123546909,,,,C,,01,,,,,,,,,,,,,,,0,
1933,315 77 OWNERS CORP.,"352 PARK AVENUE SOUTH, 9TH FL",,NEW YORK,NY,10022,2122521900,,,,,C,,01,,,,,,,,,,,,,,,0,
1934,AM & G WATERPROOFING LLC,2120 ATLANTIC AVENUE,,BROOKLYN,NY,11233,7188523330,7185962472,,18321,,C,113470818,01,,,,,,True,,,,,,,,,0,
1935,NORTH EASTERN ELECTRICAL SERVICES,27 QUAIL RUN,,HAMPTON BAYS,NY,11946,6317233105,6317233046,,,,C,,01,,,,,,,,,,,,,,,0,
1936,"NYC OFFICE OF THE MAYOR, COMMUNITY ASSIS","100 GOLD STREET, 2ND FLOOR",,NEW YORK,NY,10038,2127887439,2127887887,,,,C,,01,,,,,,,,,,,,,,,0,
1937,TISHMAN CONSTRUCTION (TRAILER),610 WEST 48TH STREET,,NEW YORK,NY,10036,,,,,,C,,01,,,,,,,,,,,,,,,0,
1938,ST ROSALIA'S RECTORY,1230 65TH STREET,,BROOKLYN,NY,11219,7182360909,,,,,C,,01,,,,,,,,,,,,,,,0,
1939,TRICE CONTRACTING INC,32-18 35TH. AVENUE,,LIC,NY,11106,7182786000,,,34797,,C,,01,,,,,,True,,,,,,,,,0,
1940,"MILROSE CONSULTANTS, INC*",498 7TH AVENUE,8TH FLOOR,NEW YORK,NY,10018,,,,,,C,,01,,,,,,,,,,,,,,,0,
1941,"IMPACT CONCRETE AND CONTROL INSPECTIONS,",18-30 129TH STREET,,COLLEGE POINT,NY,11356,7189397774,7189396444,,,,C,,01,,,,,,,000064,,,,,,True,000864,161,2019-05-07 12:31:21
1942,CHARTER MANAGEMENT GROUP LLC,184 FISHER AVENUE,,BROOKLINE,MA,02445,6172325500,,,,,C,,01,,,,,,,,,,,,,,,0,
1943,ORSID REALTY,1740 BROADWAY,,NEW YORK,NY,10019,2122472603,,,,,C,,01,,,,,,,,,,,,,,,0,
1944,PLAZA CONSTRUCTION CORP. (FIELD OFFICE),176 JOHNSON STREET,,BROOKLYN,NY,11201,7187221896,,,,,C,,01,,,,,,,,,,,,,,,0,
1945,STATEWIDE OIL & HEATING CO.,33 SECOND AVENUE,,BROOKLYN,NY,11215,7188589000,,,,,C,112979849,01,,,,,,True,,,,,,,,,0,
1946,HI-TECH AIR CONDITIONING,60 OTIS STREET,,W. BABYLON,NY,11704,6314915210,,,24691,,C,112722111,01,,,,,,True,,,,,,,,,0,
1947,JACNAT HOLDING CORP.,264 WEST 125TH STREET,,NEW YORK,NY,10027,2122226023,,,,,C,,01,,,,,,,,,,,,,,,0,
1948,AESTHETIC CONCEPT,33-19 14TH STREET,,LONG ISLAND CITY,NY,11106,7187214965,,,,,C,,01,,,,,,,,,,,,,,,0,
1949,NYC BRICKWROK DESIGN CENTER,"386 PARK AVENUE SOUTH, STE. 801",,NEW YORK,NY,10016,2126844229,,,,,C,,01,,,,,,True,,,,,,,,,0,
1950,PINNACLE INTERIORS INC.,,"48 WEST 37TH STREET, 9TH FLOOR",NEW YORK,NY,10018,2123764400,2123766260,,21328,,C,134180089,01,,,,,,True,,,,,,,,,0,
1951,BROOKLYN HOSPITAL,121 DEKALB AVENUE,,BROOKLYN,NY,11201,7182508128,7182506027,,,,C,,01,,,,,,,,,,,,,,,0,
1952,SM HAW ENGINEERS,2234 EAST ENTERPRISE PARKWAY,,TWINBURG,OH,44087,3304054480,3304054484,,,,C,,01,,,,,,,,,,,,,,,0,
1953,237 W. 15TH OWNER'S CORP.,350 FIFTH AVENUE,,NEW YORK,NY,10118,2122558066,,,,,C,,01,,,,,,,,,,,,,,,0,
1954,"SEAVEY VOGEL & OZIEL, LLP",33 WILLIS AVENUE,,MINEOLA,NY,11501,5168777300,5168772340,,,,C,,01,,,,,,,,,,,,,,,0,
1955,GENSLER,ONE ROCKEFELLAR PLAZA SUITE 500,,NEW YORK,NY,10020,2124921400,2124921472,,,,C,,01,,,,,,,,,,,,,,,0,
1956,55 EAST OWNERS CORP.,55 EAST 65TH STREET,,NEW YORK,NY,10021,2127378906,,,,,C,,01,,,,,,,,,,,,,,,0,
1957,LA STRADA GENERAL CONTRACTING,PO BOX 99,,EAST NORWICH,NY,11732,7189618500,7187622258,"DOT Contacts:
Don
Bert & Amina",608891,00743,C,112320910,01,2012-12-31,2012-12-31,2012-12-01,2013-04-01,,True,,False,False,False,False,False,,,46,2020-01-28 08:24:06
1958,"SUNSET BUILDERS OF LONG ISLAND, INC",PO BOX 181,,PLAINVIEW,NY,11803,5168054156,,,,,C,,01,,,,,,,,,,,,,,,0,
1959,SALISBURY HOTEL,123 WEST 57TH STREET,,NEW YORK,NY,10019,9177577076,2129777752,,,,C,,01,,,,,,,,,,,,,,,0,
1960,EZIO GUARINI,680 KATAN AVE,,STATEN ISLAND,NY,10306,6467398115,,,,,C,,01,,,,,,,,,,,,,,,0,
1961,"JAMES G. GIAQUINTA, R.A.",79 SUNNYSIDE ROAD,,HOWELL,NJ,07731,,,,,,C,,01,,,,,,,,,,,,,,,0,
1962,TRINITY MORRIS CORP. C/O JEFFRIES MORRIS,29 BROADWAY,,NEW YORK,NY,10006,2124252950,,,,,C,,01,,,,,,,,,,,,,,,0,
1963,SAINT DAVID'S SCHOOL,12 EAST 89TH STREET,,NEW YORK,NY,10128,2123690058,2123695788,,,,C,,01,,,,,,,,,,,,,,,0,
1964,KATES MAXWEL,9 EAST 38TH STREET 6TH FL.,,NEW YORK,NY,10001,2126848282,,,,,C,,01,,,,,,,,,,,,,,,0,
1965,BENJAMIN & IDA LEONEN,358 BEACH 90TH STREET,,ROCKAWAY BEACH,NY,11693,7183189682,,,,,C,,01,,,,,,,,,,,,,,,0,
1966,5TH AVENUE BROOKLYN LLC,1481 47TH STREET,,BROOKLYN,NY,11219,7184385100,,,,,C,,01,,,,,,,,,,,,,,,0,
1967,DIVERSIFIED CONSTRUCTION SYSTEMS D/B/A X,"350 OLD COUNTRY ROAD, SUITE LOWER LEVEL",,GARDEN CITY,NY,11530,5162803333,5167418895,HIC License #1134369,34905,,C,050553654,01,,,,,,True,,,,,,,,,0,
1968,"A. RUSSO WRECKING, INC.",67 EAST AVENUE,,LAWRENCE,NY,11559,7189785600,,,086533,,C,,01,,,,,,,,,,,,,,,120,2016-09-29 16:06:21
1969,"ENGINEERED BUILDING INSPECTIONS, P.C.",168 BROADWAY,,GARDEN CITY PARK,NY,11040,5167477707,5167477448,Your special inspection agency number is: 001037,,,C,,01,,,,,,,,,,,,,True,001037,56,2013-12-04 15:29:32.999000
1970,AMBROSINO DEPINTO & SCHMIEDER,"275 SEVENTH AVENUE, 21ST FLOOR",,NEW YORK,NY,10001,2126456060,,,,,C,,01,,,,,,,,,,,,,,,0,
1971,WENTWORTH PROPERTY MANAGEMENT,3646 NOSTRAND AVE,,BROOKLYN,NY,11229,7183320777,,,,,C,,01,,,,,,,,,,,,,,,0,
1972,IG GREENPOINT CORPORATION,417 FIFTH AVENUE,4TH FLOOR,NEW YORK,NY,10016,2126244356,,,,,C,,01,,,,,,,,,,,,,,,56,2013-09-20 13:43:05
1973,"IG SECOND GENERATIONS PARTNERS, LP","417 FIFTH AVENUE, 4TH FLOOR",,NEW YORK,NY,10016,2126244300,,,,,C,,01,,,,,,,,,,,,,,,0,
1974,ARCHITECTS H2N,55 BROAD STREET,18TH FLOOR,NEW YORK,NY,10004,2126294180,,,,,C,,01,,,,,,,,,,,,,,,56,2019-11-06 17:10:46
1975,THE TOWN SCHOOL,540 WEST 76TH STRET,,NEW YORK,NY,10021,2122884383,,,,,C,,01,,,,,,,,,,,,,,,0,
1976,"8 CATHERINE STREET, LLC",11 EAST BROADWAY #14A,,NEW YORK,NY,10038,2123850034,2125714807,,,,C,,01,,,,,,,,,,,,,,,0,
1977,DNV ASSOCIATES,153 WEST 27TH  STREET,SUITE 1105,NEW YORK,NY,10001,2122332434,2122330717,,,,C,,01,,,,,,,,,,,,,True,001209,20,2014-10-22 13:06:08
1978,AIMCO,"15800 CRABBS BRANCH WAY, SUITE 250",,ROCKVILLE,MD,20855,3012121263,,,,,C,,01,,,,,,,,,,,,,,,0,
1979,AIMCO,21 EAST 40TH STREET. SUITE 1605,,NEW YORK,NY,10016,,,,,,C,,01,,,,,,,,,,,,,,,0,
1980,FIRECOM,39-27 59TH STREET,,WOODSIDE,NY,11377,,,,,,C,,01,,,,,,,,,,,,,,,0,
1981,SANTA ANNUNZIATO,255-20 87TH DRIVE,,FLORAL PARK,NY,11001,,,,,,C,,01,,,,,,,,,,,,,,,0,
1982,"VNA ARCHITECTS, PC",13 HALTER LANE,,LEVITTOWN,NY,11756,5165202025,5165202973,,,,C,,01,,,,,,,,,,,,,True,,20,2014-03-17 16:38:59
1983,R.A.F. SERVICES,356 VETERANS MEMORIAL HWY - STE 8S,,COMACK,NY,11725,6318643930,6318643937,,,,C,,01,,,,,,,,,,,,,,,0,
1984,25 MINETTA OWNERS CORP,25 MINETTA LANE,,NEW YORK,NY,10012,2126848282,,,,,C,,01,,,,,,,,,,,,,,,0,
1985,VERIZON,7101 16TH AVENUE,,BROOKLYN,NY,11204,,,,,,C,,01,,,,,,True,,,,,,,,,3,2018-01-16 13:35:20.998000
1986,BCI CONSTRUCTION INC.,20 LOUDONVILLE ROAD,,ALBANY,NY,12204,5184263200,5184265205,,,,C,,01,,,,,,True,,,,,,,,,0,
1987,TOWNAN REALTY LLC C/O HELMSLEY-SPEAR INC,60 EAST 42ND STREET,,NEW YORK,NY,10165,2128800124,,,,,C,,01,,,,,,,,,,,,,,,0,
1988,CONSOLIDATED EDISON,118-29 QUEENS BLVD,,FOREST HILLS,NY,11375,7188025806,,,,,C,,01,,,,,,,,,,,,,,,0,
1989,"EPSTEIN ENGINEERING, PC","1441 BROADWAY, SUITE 5020",,NEW YORK,NY,10018,2127228485,,,,,C,,01,,,,,,,,,,,,,,,116,2015-11-10 12:05:56
1990,MANHATTAN DELITES,13-48 FOREST AVENUE,,STATEN ISLAND,NY,,,,,,,C,,01,,,,,,,,,,,,,,,0,
1991,T.P.U. LOCAL ONE REALTY CORP.,320 WEST 46TH STREET,,NEW YORK,NY,10036,2123332500,,,,,C,,01,,,,,,,,,,,,,,,0,
1992,"JAMES NICOLAZZI, RA",23 ANCHOR COURT,,WEST BABYLON,NY,11704,6318751992,,,,,C,,01,,,,,,,,,,,,,,,0,
1993,"WEATHER CHAMPIONS, LTD.",158 DIKEMAN STREET,,BROOKLYN,NY,11231,7185220300,,,003246,,C,133931024,01,,,,,,,,,,,,,,,20,2018-06-14 09:25:44.998000
1994,ROBERT MERKER,,,,,,,5168831910,,,,C,,01,,,,,,,,,,,,,,,0,
1995,FRANTZ JEANTY C/O INNOVATIVE BUILDING SO,"2280 GRAND AVENUE, SUITE 304",,BALDWIN,NY,11510,5162086690,,,,,C,,01,,,,,,,,,,,,,,,0,
1996,"MEGA CONTRACTING, INC",22-60 46TH STREET,,ASTORIA,NY,11105,7189326342,,,,,C,,01,,,,,,True,,,,,,,,,0,
1997,718 APARTMENTS INC C/O ABC REALTY,"152 WEST 57TH STREET, 12TH FLOOR",,NEW YORK,NY,10019,2123070500,,,,,C,,01,,,,,,,,,,,,,,,0,
1998,ANTHONY GOGLIORMELLA,739 CLARENCE AVENUE,,BRONX,NY,10465,,,,,,C,,01,,,,,,,,,,,,,,,0,
1999,"HSBC BANK, NA","452 FIFTH AVENUE, 14TH FLOOR",,NEW YORK,NY,10018,2125253928,,,,,C,,01,,,,,,,,,,,,,,,0,
2000,VINCENT ANZALONE,2027 WILLIAMSBRIDGE ROAD,,BRONX,NY,10461,7189312100,7189310334,This is the architect's clients brother and not the actual owner. For the correct owner infor please contact Vincent.,,,C,,01,,,,,,,,,,,,,,,0,
2001,"TRADE WINDS ENVIRONMENTAL RESTORATION, I",100 SWEENEYDALE AVENUE,,BAY SHORE,NY,11706,6314358900,6314354337,www.twer.com,,25946,C,113193197,01,2006-12-31,,2007-05-30,2007-05-30,,True,,,,,,,,,0,
2002,"SRY DESIGN ASSOCIATES, INC.",80 NASSAU STREET,,NEW YORK,NY,10038,2125660765,,,,,C,,01,,,,,,,,,,,,,,,0,
2003,203 NORTHSIDE LLC,215 51ST STREET,,BROOKLYN,NY,11220,7185677222,7187450590,,,,C,,01,,,,,,,,,,,,,,,0,
2004,SHMERYKOWSKY CONSULTING ENGINEERS,"102 WEST 38TH STREET, 2ND FLOOR",,NEW YORK,NY,10018,2127199700,2127194822,,,,C,,01,,,,,,,,,,,,,,,0,
2005,NEW YORK CITY SCHOOL CONSTRUCTION AUTHOR,30-30 THOMSON AVENUE,,LONG ISLAND CITY,NY,11101,7184728000,7184728400,,,,C,,01,,,,,,,,,,,,,,,0,
2006,JAMES RUDERMAN,9 EAST 37TH STREET 12TH FLOOR,,NEW YORK,NY,10016,2126431414,2126431425,,,,C,,01,,,,,,,,,,,,,True,,44,2013-06-18 10:24:49.999000
2007,WILLIAM PASTER INC.,"153 WEST 27TH STREET, #1001",,NEW YORK,NY,10001,2122423403,2123679302,,9240,,C,133168286,01,,,2004-09-08,2006-06-29,,True,,,,,,,,,0,
2008,SOLIL MANAGEMENT,"640 FIFTH AVENUE, 3RD FLOOR",,NEW YORK,NY,10019,2125060425,,,,,C,,01,,,,,,,,,,,,,,,0,
2009,107/31 DEVELOPMENT CORP.,"69 HARNEY ROAD, SUITE 5",,SCARSDALE,NY,10583,9147235420,,,,,C,,01,,,,,,True,,,,,,,,,0,
2010,CPM BUILDERS INC D/B/A MG AND COMPANY,"230 WEST 17TH STREET, 5TH FLOOR",,NEW YORK,NY,10011,2126914000,2126914001,,30529,,C,201556172,01,,,,,,True,,,,,,,,,0,
2011,"BONSIGNORE ARCHITECTS, P.C.","325 WEST 38TH STREET, SUITE 601",,NEW YORK,NY,10018,2125948282,2125948131,,,,C,,01,,,,,,,,,,,,,,,92,2019-04-17 11:44:13.999000
2012,25 WEST 39TH STREET REALTY LLC,25 WEST 39TH STREET,,NEW YORK,NY,10018,6462309360,,,,,C,,01,,,,,,,,,,,,,,,0,
2013,230 EAST 230 EAST 18TH CORP.,230 EAST 18TH STREET,,NEW YORK,NY,10003,2122601759,,,,,C,,01,,,,,,,,,,,,,,,0,
2014,FRANK LAZZARRA,445 STEWART AVE,,STATEN ISLAND,NY,10314,,,,,,C,,01,,,,,,,,,,,,,,,0,
2015,KEYSPAN ENERGY,ONE METROTECH,,BROOKLYN,NY,11201,7184032147,7184032620,,,,C,,01,,,,,,,,,,,,,,,0,
2016,"GEORGE PEROTTO, P.E.",42-18 235 STREET,,DOUGLASTON,NY,11363,7187461700,7187461840,,,,C,,01,,,,,,,,,,,,,,,0,
2017,LAWRENCE F. GUTHARTZ ARCHITECT,0-51 27TH STREET,,FAIR LAWN,NJ,07410,2017974090,,,,,C,,01,,,,,,,,,,,,,,,0,
2018,DOUGHERTY + DESIGN GROUP,"211 PERIMETER CENTER PARKWAY, SUITE 900",,ATLANTA,GA,30346,6784777300,,,,,C,,01,,,,,,,,,,,,,,,0,
2019,THOMPSON COMPANY INC.,50 TECHNOLOGY PARKWAY SOUTH,,NORCROSS,GA,30092,4042661400,4043640895,,,,C,,01,,,,,,,,,,,,,,,0,
2020,GIANLUCA DISPENZA,416 WAVERLY AVENUE,,BRONX,NY,11238,,,,,,C,,01,,,,,,,,,,,,,,,0,
2021,ROSYLN ENGINEERING,140 GRAND VIEW BOULEVARD,,YONKERS,NY,10710,2127601260,,,,,C,,01,,,,,,,,,,,,,,,0,
2022,GREGORY TOWERS CONDOMINIUM,"460 EAST 79TH STREET, APT#2F",,NEW YORK,NY,10021,2129882243,,,,,C,,01,,,,,,,,,,,,,,,0,
2023,"LA TOURANINE APT., INC.",50 MORNINGSIDE DRIVE,,NEW YORK,NY,10025,,,,,,C,,01,,,,,,,,,,,,,,,0,
2024,NATALIA GAITHER,60 EAST 96TH STREET,,NEW YORK,NY,10128,9178535871,,,,,C,,01,,,,,,,,,,,,,,,0,
2025,JILL MENOFF ARCHITECT,145 EAST 16TH STREET - STE 20D,,NEW YORK,NY,10003,2129827444,2129825408,,,,C,,01,,,,,,,,,,,,,,,0,
2026,ROSMARIE GOGLIORMELLA,739 CLARENCE AVE,,BRONX,NY,10465,,,,,,C,,01,,,,,,,,,,,,,,,0,
2027,VANESSA ASSANAH,1716 ROCKAWAY PARKWAY,,BROOKLYN,NY,,7188592913,,,,,C,,01,,,,,,,,,,,,,,,0,
2028,EQUITY OFFICE PROPERTIES INC.,527 MADISON AVENUE,,NEW YORK,NY,10022,2123395158,,,,,C,,01,,,,,,,,,,,,,,,0,
2029,A LINE PLUMBING & HEATING,765 CONEY ISLAND AVENUE,,BROOKLYN,NY,11218,5163695068,,,,,C,,01,,,,,,,,,,,,,,,0,
2030,JCS ASSOCIATES,950 THRID AVE - 19TH FLOOR,,NEW YORK,NY,10022,2127518400,,,,,C,,01,,,,,,,,,,,,,,,0,
2031,"P.C.F. STATE RESTORATION, INC.",47 MOULTRIE STREET,,BROOKLYN,NY,11222,7186100002,7186100003,,30757,24297,C,342003621,01,,,,,,True,,,,,,,,,0,
2032,65-63 GRAND AVE LLC C/O WHARTON REALTY,20 EAST 46TH STREET - STE 1200,,NEW YORK,NY,10017,,,,,,C,,01,,,,,,,,,,,,,,,0,
2033,EDWARDS CONTRACTING CORP.,1 BEACH 105TH STREET,,ROCKAWAY PARK,NY,11694,7184743836,7187139076,,19878,,C,113573542,01,,,2008-08-05,2008-02-05,,True,,,,,,,,,0,
2034,LANE VALENTE INDUSTRIES (DALLAS),701 E. PLANO PARKWAY#400,,PLANO,TX,75074,4694670059,4694677504,,,,C,,01,,,,,,,,,,,,,,,0,
2035,BEYHAN KARAHAN & ASSOCIATES ARCHITECTS,"55 GREENE STREET, 3RD FLOOR",,NEW YORK,NY,10013,2123349454,2123349452,,,,C,,01,,,,,,,,,,,,,,,0,
2036,APOLLON PAINTING INC.,2404 MCDONALD AVENUE,,BROOKLYN,NY,11223,2122448770,2122448771,,607764,,C,113601693,01,,,,,,True,,,,,,,,,0,
2037,ROBERT GRAY,120 EAST 29TH STREET-APT.5C,,NEW YORK,NY,10016,2126848611,,,,,C,,01,,,,,,,,,,,,,,,0,
2038,MDC REALTY,1500 BROADWAY,,NEW YORK,NY,10036,2127037388,,,,,C,,01,,,,,,,,,,,,,,,0,
2039,GUERON ASSOC.,"333 EAST 30TH STREET, APT 14A",,NEW YORK,NY,10016,,2124814757,,,,C,,01,,,,,,,,,,,,,,,0,
2040,"LIRO PROGRAM & CONSTRUCTION MGMT., P.C.",134A SGT. BEERS AVENUE,FORT TOTTEN FIELD OFFICE,FORT TOTTEN,NY,11359,7182795256,7182795258,,,,C,,01,,,,,,,,,,,,,,,0,
2041,ACME MECHANICAL CONTRACTING INC.,239 ELIZABETH STREET,,NEW YORK,NY,10012,2129416867,2129246102,,15687,,C,,01,,,,,,True,,,,,,,,,0,
2042,CARNEGIE HILL 91ST STREET CORP 675 THIRD,675 THIRD AVE,,NEW YORK,NY,10017,2125649393,,,,,C,,01,,,,,,,,,,,,,,,0,
2043,120 GRAMERCY HILL CONDOMINIUM,120 EAST 29TH STREET,,NEW YORK,NY,10016,,,,,,C,,01,,,,,,,,,,,,,,,0,
2044,MARGULIES HOELZLI ARCHITECTURE,"545 8TH AVENUE, 19TH FLOOR",,NEW YORK,NY,10018,2123985700,2123983152,E-mail address: www.margulieshoelzli.com,,,C,,01,,,,,,,,,,,,,,,0,
2045,DAC WIRE CORP.,164 BOWERY,,NEW YORK,NY,10012,,,,,,C,,01,,,,,,,,,,,,,,,0,
2046,APOLLO HVAC CORP,225 NORTH FEHR WAY,,BAY SHORE,NY,11706,6312428787,6312548119,,603018,,C,113116530,01,,,,,,True,,,,,,,,,31,2017-12-18 12:31:17.999000
2047,JAIME'S RESTORATION,206 69TH STREET,,GUTTENBERG,NJ,07093,2019939572,2018684514,,35753,,C,,01,,,2007-06-14,2007-06-19,,True,,,,,,,,,0,
2048,KARLS PLUMBING & HEATING,97-20 METROPOLITAN AVENUE,,FOREST HILLS,NY,11375,7182638600,7182638575,,,,C,111574210,01,,,,,,,,,,,,,,,0,
2049,PARK SET PLUMBING,1568 ATLANTIC AVENUE,,BROOKLYN,NY,11213,7184938700,,,,,C,,01,,,,,,,,,,,,,,,0,
2050,ATANE,"40 WALL STREET, 9TH FLOOR",,NEW YORK,NY,10005,2127471997,2127471947,www.ATANEConsulting.com,,,C,,01,,,,,,,66,,,,,,True,000218,120,2019-03-29 16:58:11.999000
2051,"HAKS ENGINEERS & LAND SURVEYORS, PC","21 NORTH MAIN STREET, SUITE 210",,PORT CHESTER,NY,10573,,,,,,C,,01,,,,,,,,,,,,,,,0,
2052,111-56 76 DRIVE CONDOMINIUM CORP,175 NORTH CENTRAL AVENUE,,VALLEY STREAM,NY,11580,5168877777,,,,,C,,01,,,,,,,,,,,,,,,0,
2053,THOMAS SHAUGHNESSY CONSTRUCTION CORP*,77 BEVERLY AVENUE,,FLORAL PARK,NY,11001,5163521040,5163282405,,,,C,,01,,,,,,,,,,,,,,,0,
2054,MAIN DUANE OWNERS CORP. C/O RAINES & FIS,535 FIFTH AVENUE,25TH FLOOR,NEW YORK,NY,10017,,,,,,C,,01,,,,,,,,,,,,,,,0,
2055,TURNER CONSTRUCTION CO.,"140A 58TH STREET, BOX 135",C/O BROOKLYN ARM,BROOKLYN,NY,11220,7184395373,,billing,,,C,,01,,,,,,True,,,,,,,,,64,2013-08-21 15:07:26.999000
2056,"OCEAN TERRACE OWNERS, INC.",2650 OCEAN PARKWAY,,BROOKLYN,NY,11230,7186460133,,,,,C,,01,,,,,,,,,,,,,,,0,
2057,SOLTICE RESIDENTIAL GROUP,55 BROAD STREET 26TH FLOOR,,NEW YORK,NY,10004,2128734025,2128746378,,,,C,,01,,,,,,,,,,,,,,,114,2020-09-03 10:56:26
